x1q,x2q,x3q,x4q,x5q,x6q,x7q,x8q
17.7588758848981,42.6223450788728,21.2392396016986,3.20671040663877,23.3622743689507,4.37353423424504,2.64446600487921,0.139556471793936
20.5338146020321,43.4677642935626,22.389753722686,3.27181793215478,22.7869403649247,2.31930553520169,2.77982958933973,0.140285847875044
18.9346974992523,43.7595443904403,8.68860877711575,3.30222064984299,23.2964008329731,1.9002057814492,2.70333509069204,0.140504850534583
19.4765158193848,44.9425205737745,9.24372266135325,3.26719704549548,23.4778531387768,1.91289209867016,2.7189682808475,0
19.8100753517889,45.7736432683811,9.41779106241393,3.23573106314429,9.5166102110814,1.91344883521704,2.83647518617669,6.80026251743705e-16
19.5264863593705,15.1811200738471,9.63480111157616,3.36014728570605,10.1270747468389,1.89696593902197,2.93026024818297,1.0346965462395e-15
20.176731212735,13.2056983492224,10.3077545599266,3.47051778414967,9.33532850154569,1.91225781742529,2.90740013836377,3.26561338124487e-15
20.0744671408108,13.4433711110401,10.662288098607,1.43470690721552,10.0125658964979,1.94508211565931,3.12636612409355,3.47936500165444e-15
79.9416487225715,13.3615854605553,10.9587603237235,1.41261646387562,9.34860168981056,1.98670414286635,3.17674713744585,4.13551743137319e-15
88.1426651395698,14.3088544130627,11.2567520204939,1.35529584758893,9.5172122112654,1.37513339681914,3.21072287866906,4.41863184755418e-15
91.2917232222376,14.0306754774088,0.667255069336417,1.32462189402175,9.93921718111741,2.35083091082888,3.16662153505661,5.64170387477546e-15
93.3173686904504,14.5809593036924,1.15858569775877,1.29451481640092,10.3153232077572,3.30565373071555,3.1413277821975,0
98.2578054555785,14.7521183711027,1.51472701804678,1.25842652383009,13.3606783113875,4.01357297732153,3.25576078165706,2.36863529529816e-16
100.028312100734,15.0679565759016,1.74965200326654,1.26456421690644,12.9664438198887,4.48189008713872,3.36885614477779,3.58527637910089e-16
100.663973019235,9.17414280970459,1.88370657097559,1.28829447047816,13.6258449511233,4.6070234951525,0.428425991250855,4.12097346086754e-16
103.297934904189,7.141060098669,1.94006149615129,7.90589965287552,14.6035499757847,4.5239105295485,0.600428587003909,4.46219146337523e-16
38.0635682931044,6.2585811477656,1.90835756523552,8.89306960022393,14.9371119727562,4.36115820834267,0.695776034295808,5.04388384019474e-16
38.638294317296,6.15276308716994,1.88953881465322,9.30508984566723,14.9159250543031,1.46876549444327,0.809750873395034,6.5368161745204e-16
40.0517271171756,6.21202910176484,0.827099435029141,9.73537448200382,14.7730299190392,1.51382989763868,0.850285400055084,7.00638581580364e-16
40.4819911015828,6.32972861357225,1.43885919052879,9.46726838454374,14.8454390597851,1.57296616597607,0.84950140945226,0.130874714498384
42.3019399538701,6.47170736165616,1.85267102178929,9.3559606208449,7.19823844379108,1.55837126836343,0.853889558540018,0.131790618937024
41.9425246051463,3.42453887345547,2.04318265319345,9.05694448516036,7.17881084432817,1.68207151762803,0.870848079043399,0.133449807714061
42.5092756708861,3.44840260217626,2.08553769034037,8.88938965633669,7.53613764622883,1.63013421897234,0.130874714498378,0.135687669215284
43.1953161308999,4.26201841579546,2.09366032934128,4.43971897122451,8.10259155497844,1.60141532860787,0.131790618937031,0.137845785014003
53.4427132455497,4.32403361355365,2.18801177399326,4.52405165420175,7.72828032022384,1.47917773431798,0.133449807714071,0.139556471793936
64.2013432032599,4.5023504371586,2.36768227163878,4.88378039794076,8.11694724156505,0.0865740614249255,0.135687669215297,0.140285847875043
63.238037769238,4.70235641249217,3.3083977401163,4.8078405159878,8.11476740990949,0.090321355748826,0.137845785014017,0.140504850534582
62.3907543104027,4.91337105800305,3.11511825008082,4.6413898552038,8.21992265746548,0.0943895825300889,0.139556471793956,3.79528001846193
64.7488275337593,4.88530231823725,3.08548958086666,4.73563235259885,3.76408962717077,0.10153969152324,0.140285847875065,3.97767897139611
63.2702295974293,16.7740303646565,2.96409247649714,4.63476235478562,3.92701546734032,0.09877508304955,0.140504850534608,4.16382394362067
64.7584799901634,18.2217108971078,3.16815489381031,4.84604596462615,4.10389489261257,0.100882486437885,0.130874714498385,4.48790965006446
65.8367390029224,18.4678504994032,3.28311530413887,19.9854121806427,4.41476919666261,0.1008192880253,0.131790618937024,5.84253222465167
28.7929537751643,18.2370835681855,3.31091348878577,22.9278175451221,4.29456882824132,0.100591287387636,0.133449807714061,5.70126775855992
41.7850401797602,18.9985656391719,3.38672725184187,23.5469078912096,4.38619506251674,2.29052025042233,0.135687669215285,5.96327013063123
41.8446400075253,20.7753219685302,2.92833995293059,24.3076567734388,4.38344730544783,2.68649921579534,0.137845785014004,6.15989706669473
